number of rooms;area of apartment;number of floors;apartment floor;price;repair;bathroom;terrace;year of construction;elevator;garbage chute;type of house;district;street;concierge
2;44.0;5;5;3100000.0;косметический;совмещенный;балкон;1962;0;0;кирпичный;р-н Индустриальный;улица Мира, 107;0
1;31.0;5;5;1400000.0;косметический;совмещенный;балкон;1978;0;0;кирпичный;р-н Орджоникидзевский;улица Генерала Черняховского, 82;0
1;31.0;2;1;1500000.0;косметический;совмещенный;нет;1957;0;0;кирпичный;р-н Свердловский;улица Кузбасская, 41;0
2;52.0;5;2;3350000.0;косметический;раздельный;лоджия;1990;0;0;кирпичный;р-н Кировский;улица 5-я, ул.,;0
3;68.0;10;1;4100000.0;косметический;раздельный;лоджия;2000;1;1;панельный;р-н Дзержинский;улица Докучаева, 44;0
3;72.0;19;8;6900000.0;дизайнерский;совмещенный;лоджия;2014;2;0;монолитный;р-н Дзержинский;улица Рабочая, 9А;1
2;64.0;15;9;5500000.0;косметический;совмещенный;лоджия;2011;2;1;кирпичный;р-н Индустриальный;улица Качалова, 10;1
4;61.0;5;4;3310000.0;косметический;раздельный;балкон;1966;0;0;панельный;р-н Мотовилихинский;улица Старцева, 35;0
1;29.0;9;5;2500000.0;косметический;совмещенный;балкон;1980;1;1;кирпичный;р-н Свердловский;улица Клары Цеткин, 21;0
4;135.0;16;3;8130000.0;требует ремонта;несколько;лоджия;2005;1;0;кирпичный;р-н Дзержинский;улица Татьяны Барамзиной, 42/2;1
1;34.0;9;2;2400000.0;косметический;раздельный;лоджия;1987;1;0;панельный;р-н Кировский;улица Кировоградская, 8;0
3;61.0;9;4;2900000.0;требует ремонта;раздельный;лоджия;1980;1;1;панельный;р-н Орджоникидзевский;улица Академика Веденеева, 92;0
2;60.0;17;5;3300000.0;евро;совмещенный;лоджия;2009;1;1;панельный;р-н Орджоникидзевский;улица Делегатская, 45;0
4;107.0;17;10;10100000.0;косметический;несколько;лоджия;2012;1;0;монолитный;р-н Мотовилихинский;улица Макаренко, 14А;1
1;37.0;16;14;2700000.0;косметический;совмещенный;балкон;2012;1;0;кирпичный;р-н Дзержинский;улица Хабаровская, 66;1
3;68.0;10;7;4900000.0;евро;совмещенный;лоджия;1985;1;1;панельный;р-н Дзержинский;Парковый проспект, 5;0
3;88.0;15;3;5999000.0;косметический;раздельный;лоджия;1995;1;1;кирпичный;р-н Индустриальный;шоссеКосмонавтов, 181А;0
3;63.0;10;10;4600000.0;евро;совмещенный;лоджия;2000;1;1;кирпичный;р-н Дзержинский;улица Костычева, 18;0
3;90.0;13;7;7800000.0;дизайнерский;совмещенный;балкон;2004;1;0;кирпичный;р-н Дзержинский;улица Малкова, 26;1
1;37.0;16;10;3800000.0;косметический;раздельный;лоджия;2013;1;1;панельный;р-н Дзержинский;улица Докучаева, 40А;0
1;31.0;6;5;2800000.0;дизайнерский;совмещенный;лоджия;2021;2;0;монолитный;р-н Свердловский;улица Лукоянова, 31;1
1;43.0;16;9;4200000.0;косметический;раздельный;балкон;2011;1;0;кирпичный;р-н Мотовилихинский;улица Веры Фигнер, 2;1
1;20.0;26;8;2350000.0;евро;совмещенный;лоджия;2021;1;0;монолитный;р-н Кировский;улица Буксирная, 10;1
3;58.0;9;8;3100000.0;евро;совмещенный;балкон;1983;1;1;панельный;р-н Орджоникидзевский;улица Карбышева, 78/1;0
1;32.0;5;3;2700000.0;требует ремонта;совмещенный;балкон;1959;0;0;кирпичный;р-н Свердловский;улица Краснова, 26;0
1;31.0;2;2;2300000.0;косметический;совмещенный;балкон;1961;0;0;кирпичный;р-н Индустриальный;улица Карпинского, 98;0
3;75.0;17;11;5600000.0;косметический;раздельный;лоджия;2000;1;0;панельный;р-н Мотовилихинский;бульвар Гагарина, 70;1
2;43.0;9;1;3200000.0;косметический;раздельный;балкон;1978;1;1;панельный;р-н Мотовилихинский;улица Аркадия Гайдара, 11А;0
2;56.0;9;6;4450000.0;дизайнерский;совмещенный;нет;1985;1;1;кирпичный;р-н Свердловский;улица Максима Горького, 51;0
2;67.0;10;4;4399049.0;косметический;раздельный;лоджия;2014;1;1;кирпичный;р-н Мотовилихинский;улица Омская, 2;0
4;85.0;10;8;4450000.0;требует ремонта;раздельный;лоджия;1988;1;1;панельный;р-н Свердловский;улица Яблочкова, 48;0
1;43.0;23;16;4130000.0;евро;совмещенный;лоджия;2021;0;0;монолитный;р-н Индустриальный;улица Комбайнёров, 43;1
2;53.0;10;10;3500000.0;евро;раздельный;лоджия;2011;1;1;панельный;р-н Орджоникидзевский;улица Генерала Черняховского, 57;0
3;71.0;16;2;4600000.0;косметический;раздельный;балкон;1997;1;0;панельный;р-н Мотовилихинский;улица Уральская, 51А;1
1;21.0;26;26;2560000.0;евро;совмещенный;лоджия;2021;2;0;монолитный;р-н Кировский;улица Буксирная, 10;1
3;63.0;25;9;5600000.0;евро;несколько;лоджия;2019;2;0;монолитный;р-н Индустриальный;улица Мира, 115Б;1
2;73.0;5;5;8700000.0;дизайнерский;несколько;балкон;2009;0;0;монолитный;р-н Ленинский;улица Николая Островского, 29;1
1;37.0;6;5;2800000.0;косметический;совмещенный;лоджия;2017;0;0;кирпичный;р-н Мотовилихинский;улица Лядовская, 127Б;0
2;49.0;10;9;4300000.0;требует ремонта;раздельный;лоджия;1993;1;1;кирпичный;р-н Свердловский;улица Революции, 6;0
1;36.0;5;1;2190000.0;косметический;совмещенный;нет;1964;0;0;кирпичный;р-н Индустриальный;улица Мира, 126А;0
3;90.0;10;6;6400000.0;евро;несколько;нет;2000;1;0;кирпичный;р-н Дзержинский;улица Малкова, 26;1
2;59.0;19;11;5300000.0;требует ремонта;несколько;лоджия;2012;1;1;кирпичный;р-н Дзержинский;улица Рабочая, 7;0
4;160.0;5;5;17500000.0;дизайнерский;совмещенный;балкон;1954;1;0;кирпичный;р-н Свердловский;Комсомольский проспект, 49;0
1;40.0;16;15;3240000.0;евро;раздельный;лоджия;2015;1;1;панельный;р-н Кировский;улица 5-я, ул.,;0
1;46.0;17;3;3900000.0;косметический;совмещенный;балкон;2006;2;0;монолитный;р-н Мотовилихинский;улица Красновишерская, 39;1
2;59.0;17;3;4520000.0;косметический;раздельный;балкон;2014;2;0;кирпичный;р-н Дзержинский;улица Кронштадтская, 33;1
2;80.0;6;5;6900000.0;косметический;раздельный;лоджия;2004;0;0;кирпичный;р-н Свердловский;улица Чкалова, 38А;0
