number of rooms;area of apartment;number of floors;apartment floor;price;repair;bathroom;terrace;year of construction;elevator;garbage chute;type of house;district;street;concierge;distance;price for metre;district population;green rate;repair rate;bathroom rate;terrace rate;age
1;36.0;9;3;2190000.0;косметический;совмещенный;балкон;1988;1;1;кирпичный;р-н Свердловский;улица Сергинская, 38А;1;5865.965719343348;74318.1778421745;218220;2;1;1;1;33
1;30.0;5;5;1850000.0;косметический;совмещенный;нет;1968;0;0;кирпичный;р-н Кировский;улица Маршала Рыбалко, 40;0;15914.966520313536;62889.363336951275;130798;5;1;1;0;53
2;50.0;9;7;3900000.0;косметический;раздельный;лоджия;1990;1;1;кирпичный;р-н Ленинский;улица Пушкина, 116Б;0;1023.9168049306764;85854.45308674303;54741;4;1;2;2;31
3;47.0;5;1;3500000.0;косметический;раздельный;нет;1967;0;0;панельный;р-н Дзержинский;шоссе Космонавтов, 90;0;2006.656476034068;76055.00621772064;166466;5;1;2;0;54
1;36.0;14;3;2650000.0;косметический;совмещенный;лоджия;2007;1;1;кирпичный;р-н Мотовилихинский;улица Ивана Франко, 44;1;9820.52012526724;69325.50503743357;193639;4;1;1;2;14
2;45.0;9;4;3500000.0;косметический;раздельный;лоджия;1976;1;0;панельный;р-н Индустриальный;проспект Декабристов, 13;0;3684.07232777494;78168.86137903988;169613;3;1;2;2;45
2;45.0;9;4;3500000.0;косметический;раздельный;лоджия;1976;1;0;панельный;р-н Индустриальный;проспект Декабристов, 13;0;3684.07232777494;78168.86137903988;169613;3;1;2;2;45
1;28.0;16;15;1850000.0;требует ремонта;совмещенный;нет;2020;3;0;кирпичный;р-н Свердловский;улица Куйбышева, 109А;1;2998.357613862765;74318.1778421745;218220;2;0;1;0;1
1;35.0;10;4;2200000.0;косметический;раздельный;балкон;2002;1;0;кирпичный;р-н Дзержинский;улица Красноводская, 24;0;9248.042385374982;76055.00621772064;166466;5;1;2;1;19
2;41.0;5;2;2650000.0;требует ремонта;совмещенный;балкон;1960;0;0;кирпичный;р-н Индустриальный;улица Качалова, 27;0;4869.615046926059;78168.86137903988;169613;3;0;1;1;61
2;57.0;16;8;4600000.0;евро;совмещенный;лоджия;2013;1;1;панельный;р-н Дзержинский;улица Докучаева, 40А;0;5607.543929960745;76055.00621772064;166466;5;2;1;2;8
3;59.0;9;8;4350000.0;косметический;раздельный;лоджия;1980;1;0;кирпичный;р-н Дзержинский;улица Малкова, 30/3;0;1995.805990474705;76055.00621772064;166466;5;1;2;2;41
3;65.0;14;6;5500000.0;дизайнерский;раздельный;балкон;1991;1;1;кирпичный;р-н Свердловский;улица Клары Цеткин, 21А;0;2465.5369860852866;74318.1778421745;218220;2;3;2;1;30
3;66.0;25;2;5850000.0;косметический;раздельный;нет;2017;2;0;монолитный;р-н Дзержинский;улица Крылова, 15;1;1226.5215699880846;76055.00621772064;166466;5;1;2;0;4
1;40.0;16;13;3890000.0;евро;совмещенный;лоджия;2014;1;0;кирпичный;р-н Дзержинский;шоссе Космонавтов, 86А;1;1930.5558815328432;76055.00621772064;166466;5;2;1;2;7
1;36.0;9;4;3000000.0;косметический;совмещенный;лоджия;1987;1;1;кирпичный;р-н Дзержинский;улица Мильчакова, 6;0;1564.3066241483623;76055.00621772064;166466;5;1;1;2;34
2;43.0;5;5;3500000.0;евро;совмещенный;балкон;1961;0;0;кирпичный;р-н Свердловский;улица Лодыгина, 3А;0;4916.533521439176;74318.1778421745;218220;2;2;1;1;60
1;38.0;10;5;2700000.0;косметический;раздельный;лоджия;1992;1;1;панельный;р-н Индустриальный;улица Космонавта Беляева, 43;0;5757.645332563461;78168.86137903988;169613;3;1;2;2;29
3;60.0;10;6;3550000.0;косметический;раздельный;лоджия;1999;1;1;кирпичный;р-н Свердловский;улица Героев Хасана, 159;0;7777.259302397668;74318.1778421745;218220;2;1;2;2;22
2;42.0;4;4;2099000.0;косметический;совмещенный;балкон;1960;0;0;кирпичный;р-н Орджоникидзевский;улица Косякова, 13;0;14472.48470353394;53809.059009550336;115722;4;1;1;1;61
3;47.0;5;2;3250000.0;евро;совмещенный;балкон;1969;0;0;панельный;р-н Свердловский;улица Солдатова, 28;0;4159.71757207125;74318.1778421745;218220;2;2;1;1;52
2;57.0;17;16;4490000.0;косметический;раздельный;лоджия;2011;1;0;кирпичный;р-н Свердловский;улица Холмогорская, 2Д;1;4369.268267940076;74318.1778421745;218220;2;1;2;2;10
2;43.0;9;7;3250000.0;косметический;совмещенный;лоджия;1974;1;1;панельный;р-н Индустриальный;улица Космонавта Леонова, 47;0;647.9225160410002;78168.86137903988;169613;3;1;1;2;47
2;52.0;10;9;3850000.0;косметический;раздельный;балкон;1993;1;1;панельный;р-н Мотовилихинский;улица Уинская, 4;0;4528.376947650984;69325.50503743357;193639;4;1;2;1;28
1;33.0;5;3;2320000.0;евро;совмещенный;балкон;2003;0;0;кирпичный;р-н Орджоникидзевский;улица Александра Щербакова, 46;0;16462.557856498537;53809.059009550336;115722;4;2;1;1;18
3;63.0;5;5;3350000.0;евро;совмещенный;лоджия;1980;0;1;кирпичный;р-н Свердловский;улица Серпуховская, 7;0;5210.085573916757;74318.1778421745;218220;2;2;1;2;41
4;80.0;10;7;3150000.0;косметический;раздельный;лоджия;1989;1;0;кирпичный;р-н Мотовилихинский;улица Гашкова, 45;0;9033.281184158455;69325.50503743357;193639;4;1;2;2;32
2;41.0;25;1;4400000.0;евро;совмещенный;лоджия;2019;2;0;монолитный;р-н Дзержинский;улица Фридриха Энгельса, 27;1;2248.793804753533;76055.00621772064;166466;5;2;1;2;2
3;52.0;9;6;3100000.0;косметический;раздельный;лоджия;1976;1;1;панельный;р-н Мотовилихинский;улица Гашкова, 19;0;9622.334385583988;69325.50503743357;193639;4;1;2;2;45
2;53.0;9;8;3500000.0;косметический;раздельный;лоджия;1994;1;1;панельный;р-н Дзержинский;улица Заречная, 162;0;8717.744349254159;76055.00621772064;166466;5;1;2;2;27
2;53.0;9;8;3500000.0;косметический;раздельный;лоджия;1994;1;1;панельный;р-н Дзержинский;улица Заречная, 162;0;8717.744349254159;76055.00621772064;166466;5;1;2;2;27
1;38.0;7;4;2999000.0;евро;раздельный;лоджия;2007;1;1;панельный;р-н Дзержинский;улица Транспортная, 11;1;5799.935897546818;76055.00621772064;166466;5;2;2;2;14
1;34.0;9;4;2450000.0;косметический;раздельный;лоджия;1987;1;1;панельный;р-н Мотовилихинский;улица Целинная, 29;0;9272.698994756662;69325.50503743357;193639;4;1;2;2;34
2;45.0;9;1;3200000.0;евро;раздельный;лоджия;1974;1;1;панельный;р-н Свердловский;улица Вижайская, 25;0;5094.491156694287;74318.1778421745;218220;2;2;2;2;47
1;16.0;9;1;1250000.0;косметический;совмещенный;нет;1984;2;1;кирпичный;р-н Кировский;улица Маршала Рыбалко, 117;0;14272.228069350596;62889.363336951275;130798;5;1;1;0;37
1;30.0;11;3;3030000.0;косметический;совмещенный;лоджия;1987;1;1;кирпичный;р-н Дзержинский;улица Василия Каменского, 2А;0;3677.891451156572;76055.00621772064;166466;5;1;1;2;34
2;44.0;5;4;2900000.0;косметический;раздельный;балкон;1972;0;0;панельный;р-н Свердловский;улица Солдатова, 36;0;4056.6830157482095;74318.1778421745;218220;2;1;2;1;49
3;61.0;25;23;5350000.0;евро;раздельный;лоджия;2019;2;0;монолитный;р-н Индустриальный;улица Мира, 115Б;1;6381.90604579802;78168.86137903988;169613;3;2;2;2;2
2;51.0;9;7;3500000.0;косметический;совмещенный;лоджия;1975;1;1;кирпичный;р-н Дзержинский;улица Челюскинцев, 17;0;2259.2605335253143;76055.00621772064;166466;5;1;1;2;46
1;39.0;31;12;4450000.0;евро;совмещенный;лоджия;2020;4;0;монолитный;р-н Свердловский;улица Революции, 48В;1;1501.734685349588;74318.1778421745;218220;2;2;1;2;1
2;45.0;16;2;4500000.0;евро;совмещенный;лоджия;2006;1;0;монолитный;р-н Мотовилихинский;улица Красновишерская, 37;1;2936.9654243459004;69325.50503743357;193639;4;2;1;2;15
3;67.0;9;9;3550000.0;требует ремонта;раздельный;лоджия;1988;1;1;панельный;р-н Кировский;улица Маршала Рыбалко, 97Б;0;15038.044259152222;62889.363336951275;130798;5;0;2;2;33
2;44.0;9;5;3500000.0;евро;раздельный;лоджия;1996;1;1;панельный;р-н Дзержинский;Парковый проспект, 38;0;4114.00521968054;76055.00621772064;166466;5;2;2;2;25
3;52.0;5;4;3750000.0;косметический;раздельный;балкон;1974;0;0;кирпичный;р-н Дзержинский;улица Крисанова, 13;0;808.2481993772645;76055.00621772064;166466;5;1;2;1;47
1;42.0;10;5;2630000.0;косметический;раздельный;лоджия;2014;1;1;панельный;р-н Кировский;улица Танцорова, 37;0;11810.161960254272;62889.363336951275;130798;5;1;2;2;7
1;35.0;14;14;2900000.0;косметический;совмещенный;лоджия;1978;1;1;кирпичный;р-н Свердловский;улица Братская, 14;1;5070.587409681741;74318.1778421745;218220;2;1;1;2;43
3;58.0;9;9;4180000.0;дизайнерский;совмещенный;балкон;1973;1;1;панельный;р-н Индустриальный;улица Чердынская, 38;0;5572.848585828006;78168.86137903988;169613;3;3;1;1;48
2;60.0;16;6;5800000.0;дизайнерский;совмещенный;нет;2008;1;1;монолитный;р-н Индустриальный;проспект Декабристов, 2;1;3242.3770133584926;78168.86137903988;169613;3;3;1;0;13
