;number of rooms;area of apartment;number of floors;apartment floor;price;repair;bathroom;terrace;year of construction;elevator;type of house;parking;district;street;concierge;garbage chute
1295;2;51.0;4;1;5500000.0;дизайнерский;совмещенный;лоджия;2017;0.0;монолитный;за шлагбаумом во дворе;р-н Кировский;улица Кировоградская, 180А;0;0
1296;1;22.0;20;17;1990000.0;евро;совмещенный;балкон;2015;2.0;монолитный;за шлагбаумом во дворе;р-н Кировский;улица Автозаводская, 30;1;0
1297;;;;;;;;;;;;;;;;
1298;4;101.0;17;3;7400000.0;косметический;раздельный;лоджия;2000;1.0;кирпичный;за шлагбаумом во дворе;р-н Ленинский;улица Пермская, 56;1;1
1299;;;;;;;;;;;;;;;;
1300;;;;;;;;;;;;;;;;
1301;2;57.0;14;3;4700000.0;евро;раздельный;балкон;1994;2.0;кирпичный;за шлагбаумом во дворе;р-н Свердловский;улица Революции, 3/1;1;0
1302;;;;;;;;;;;;;;;;
1303;2;57.0;14;3;4700000.0;евро;раздельный;балкон;1994;2.0;кирпичный;за шлагбаумом во дворе;р-н Свердловский;улица Революции, 3/1;1;0
1304;3;61.8;5;2;2949000.0;косметический;раздельный;балкон;1971;0.0;кирпичный;открытая во дворе;р-н Свердловский;улица Таборская, 12;0;0
1305;1;34.5;14;5;3400000.0;косметический;раздельный;балкон;1970;4.0;кирпичный;открытая во дворе;р-н Дзержинский;улица Кронштадтская, 10;0;1
1306;1;36.2;2;1;2300000.0;косметический;совмещенный;нет;1953;0.0;блочный;открытая во дворе;р-н Индустриальный;улица Нефтяников, 21;0;0
1307;2;43.0;5;3;2200000.0;косметический;раздельный;балкон;1980;0.0;панельный;открытая во дворе;р-н Орджоникидзевский;улица Молдавская, 12;0;0
1308;1;34.4;16;10;2630000.0;косметический;совмещенный;лоджия;2009;1.0;кирпичный;за шлагбаумом во дворе;р-н Свердловский;улица Академика Курчатова, 1В;0;0
1309;3;71.0;9;6;5250000.0;евро;раздельный;лоджия;2017;1.0;кирпичный;за шлагбаумом во дворе;р-н Дзержинский;улица Хабаровская, 54А;0;0
1310;4;59.9;5;3;3700000.0;евро;раздельный;балкон;1972;0.0;панельный;открытая во дворе;р-н Свердловский;улица Уфимская, 14;0;0
1311;;;;;;;;;;;;;;;;
1312;2;67.0;17;1;4630000.0;косметический;совмещенный;нет;2018;1.0;кирпичный;за шлагбаумом во дворе;р-н Свердловский;улица Холмогорская, 4Г;0;1
1313;1;44.8;17;4;2700000.0;косметический;совмещенный;лоджия;2011;1.0;кирпичный;открытая во дворе;р-н Орджоникидзевский;улица Карбышева, 6;1;0
1314;3;77.1;2;2;2990000.0;косметический;раздельный;балкон;1955;0.0;кирпичный;открытая во дворе;р-н Индустриальный;улица Карпинского, 68;0;0
1315;3;62.0;5;4;3700000.0;косметический;раздельный;балкон;1967;0.0;панельный;за шлагбаумом во дворе, открытая во дворе;р-н Мотовилихинский;бульвар Гагарина, 15;0;0
1316;;;;;;;;;;;;;;;;
1317;2;42.6;4;2;4200000.0;косметический;совмещенный;лоджия;2016;0.0;монолитный;за шлагбаумом во дворе, открытая во дворе;р-н Мотовилихинский;улица Агатовая, 36;0;0
1318;3;79.2;6;3;4990000.0;требует ремонта;раздельный;нет;1961;1.0;кирпичный;за шлагбаумом во дворе;р-н Ленинский;улица Ленина, 74;0;0
1319;4;83.7;12;6;6900000.0;евро;совмещенный;лоджия;1972;1.0;кирпичный;открытая во дворе;р-н Ленинский;улица Петропавловская, 93;0;1
1320;;;;;;;;;;;;;;;;
1321;2;36.9;25;19;3290000.0;косметический;совмещенный;балкон;2018;3.0;монолитный;за шлагбаумом во дворе, открытая во дворе;р-н Свердловский;улица Солдатова, 29В;1;0
1322;2;53.4;9;8;4380000.0;косметический;раздельный;лоджия;1993;1.0;панельный;открытая во дворе;р-н Свердловский;улица Елькина, 43;0;1
1323;3;95.0;16;3;7100000.0;евро;раздельный;лоджия;2004;2.0;кирпичный;открытая во дворе;р-н Индустриальный;улица Милиционера Власова, 4;0;1
1324;3;75.8;5;4;4800000.0;требует ремонта;раздельный;балкон;1954;0.0;кирпичный;открытая во дворе;р-н Свердловский;улица Павла Соловьёва, 3;0;0
1325;2;51.7;9;2;4150000.0;требует ремонта;раздельный;лоджия;1975;1.0;кирпичный;открытая во дворе;р-н Индустриальный;улица Стахановская, 2;0;1
1326;2;52.8;10;3;4100000.0;требует ремонта;раздельный;балкон;1986;1.0;панельный;открытая во дворе;р-н Мотовилихинский;улица Юрша, 60;0;1
1327;3;58.4;5;2;2350000.0;косметический;раздельный;балкон;1970;0.0;кирпичный;открытая во дворе;р-н Орджоникидзевский;улица Таганрогская, 7;0;0
1328;1;40.0;16;14;2860000.0;косметический;совмещенный;лоджия;2015;2.0;кирпичный;наземная многоуровневая;р-н Кировский;улица Калинина, 42;0;1
1329;3;80.0;19;7;5990000.0;косметический;раздельный;лоджия;2019;1.0;монолитный;наземная многоуровневая;р-н Свердловский;улица Василия Татищева, 8;1;0
1330;1;30.0;2;1;1680000.0;косметический;совмещенный;нет;1958;0.0;кирпичный;открытая во дворе;р-н Свердловский;улица Новосибирская, 16А;0;0
1331;1;36.6;14;8;2500000.0;требует ремонта;совмещенный;балкон;1992;1.0;кирпичный;открытая во дворе;р-н Свердловский;Серебрянский проезд, 16;0;1
1332;;;;;;;;;;;;;;;;
1333;1;49.7;10;2;4370000.0;евро;совмещенный;лоджия;2003;1.0;кирпичный;подземная, за шлагбаумом во дворе;р-н Мотовилихинский;улица Уинская, 9;1;0
