number of rooms;area of apartment;number of floors;apartment floor;price;repair;bathroom;terrace;year of construction;elevator;type of house;parking;district;full address;concierge;garbage chute
1;38.4;10;7;3790000.0;евро;раздельный;лоджия;2006;0.0;панельный;за шлагбаумом во дворе;Индустриальный;Пермский край, Пермь, ш. Космонавтов, 166А;0;0
1;29.7;5;1;2200000.0;косметический;совмещенный;нет;1973;0.0;кирпичный;открытая во дворе;Мотовилихинский;Пермский край, Пермь, ул. Макаренко, 8;0;0
1;29.5;5;5;2050000.0;требует ремонта;раздельный;балкон;1970;0.0;панельный;открытая во дворе;Свердловский;Пермский край, Пермь, Коломенская ул., 24;0;0
2;44.0;9;9;3970000.0;косметический;раздельный;балкон;1976;1.0;панельный;за шлагбаумом во дворе;Ленинский;Пермский край, Пермь, ул. Пушкина, 23;0;1
2;43.4;5;2;1690000.0;косметический;совмещенный;нет;1962;0.0;панельный;открытая во дворе;Кировский;Пермский край, Пермь, ул. Победы, 35;0;0
2;67.0;2;2;3200000.0;евро;совмещенный;нет;1954;0.0;кирпичный;открытая во дворе;Индустриальный;Пермский край, Пермь, ул. Нефтяников, 15;0;0
2;68.0;10;4;5000000.0;евро;раздельный;лоджия;1998;1.0;панельный;;Кировский;Пермский край, Пермь, Кировоградская ул., 12;0;0
1;42.0;16;16;3550000.0;косметический;раздельный;балкон;2010;1.0;панельный;за шлагбаумом во дворе;Мотовилихинский;Пермский край, Пермь, ул. Макаренко, 12А;0;0
2;52.6;10;4;3200000.0;косметический;раздельный;балкон;2012;2.0;панельный;открытая во дворе;Орджоникидзевский;Пермский край, Пермь, Уссурийская ул., 27А;0;0
2;50.1;5;2;2950000.0;косметический;раздельный;лоджия;1980;0.0;кирпичный;открытая во дворе;Дзержинский;Пермский край, Пермь, Хабаровская ул., 44;0;0
2;42.3;5;1;2100000.0;требует ремонта;совмещенный;нет;1960;0.0;кирпичный;открытая во дворе;Кировский;Пермский край, Пермь, ул. Липатова, 13;0;0
2;42.3;5;1;2100000.0;требует ремонта;совмещенный;нет;1960;0.0;кирпичный;открытая во дворе;Кировский;Пермский край, Пермь, ул. Липатова, 13;0;0
2;53.8;5;5;6250000.0;дизайнерский;совмещенный;нет;1957;0.0;кирпичный;за шлагбаумом во дворе;Свердловский;Пермский край, Пермь, Комсомольский пр-т, 64;0;0
3;61.1;9;5;3650000.0;косметический;раздельный;лоджия;1984;1.0;панельный;открытая во дворе;Мотовилихинский;Пермский край, Пермь, ул. Старцева, 11;0;1
3;72.0;11;5;5200000.0;евро;раздельный;лоджия;2003;1.0;панельный;за шлагбаумом во дворе, открытая во дворе;Мотовилихинский;Пермский край, Пермь, ул. КИМ, 49;0;1
2;52.9;10;9;3620000.0;дизайнерский;раздельный;лоджия;2011;1.0;панельный;за шлагбаумом во дворе;Кировский;Пермский край, Пермь, ул. Каляева, 18;0;0
1;38.4;7;4;2999000.0;евро;раздельный;лоджия;2007;1.0;панельный;открытая во дворе;Дзержинский;Пермский край, Пермь, Транспортная ул., 11;1;1
2;68.0;25;18;4450000.0;косметический;совмещенный;лоджия;2016;2.0;монолитный;;Мотовилихинский;Пермский край, Пермь, ул. Грибоедова, 74;1;0
2;59.4;10;1;4350000.0;косметический;раздельный;лоджия;2012;2.0;панельный;за шлагбаумом во дворе;Дзержинский;Пермский край, Пермь, ул. Докучаева, 40;0;1
3;57.9;5;4;2999000.0;косметический;раздельный;балкон;1976;0.0;кирпичный;;Дзержинский;Пермский край, Пермь, Заречная ул., 143;0;0
4;76.9;10;10;5750000.0;косметический;раздельный;лоджия;1992;1.0;кирпичный;открытая во дворе;Индустриальный;Пермский край, Пермь, ул. Советской Армии, 49;0;0
2;49.0;12;10;3650000.0;косметический;раздельный;лоджия;1979;1.0;панельный;открытая во дворе;Дзержинский;Пермский край, Пермь, Парковый пр-т, 30/1;0;1
1;36.0;10;4;2550000.0;косметический;раздельный;балкон;2000;2.0;панельный;за шлагбаумом во дворе;Кировский;Пермский край, Пермь, ул. Каляева, 11;0;0
2;60.4;4;2;4800000.0;требует ремонта;совмещенный;лоджия;2017;0.0;кирпичный;за шлагбаумом во дворе;Кировский;Пермский край, Пермь, Кировоградская ул., 180В;1;0
1;37.4;5;2;1950000.0;косметический;совмещенный;нет;2004;0.0;кирпичный;открытая во дворе;Орджоникидзевский;Пермский край, Пермь, ул. Менжинского, 15;0;0
2;43.0;5;3;2050000.0;требует ремонта;совмещенный;балкон;1968;0.0;кирпичный;открытая во дворе;Орджоникидзевский;Пермский край, Пермь, ул. Репина, 27;0;0
