physical address;number of rooms;area of apartment;number of floors;apartment floor;price;link;repair;bathroom;view from the windows;terrace;year of construction;elevator;extra;type of house;parking
Пермский край, Пермь, ул. Сигаева, 6| р-н Мотовилихинский;3;60 м²;9;1;3400000;https://www.avito.ru/perm/kvartiry/3-k._kvartira_60m_19et._2149993204;дизайнерский;совмещенный;во двор;лоджия;1984;1;мусоропровод, газоснабжение;панельный;открытая во дворе
Пермский край, Пермь, ул. Макаренко, 6| р-н Мотовилихинский;2;68.5 м²;10;7;5550000;https://www.avito.ru/perm/kvartiry/2-k._kvartira_685m_710et._2173977752;евро;раздельный;на улицу;лоджия;2006;;газоснабжение;кирпичный;подземная, за шлагбаумом во дворе
Пермский край, Пермь, Подлесная ул., 23/1| р-н Дзержинский;3;60.8 м²;9;7;3800000;https://www.avito.ru/perm/kvartiry/3-k._kvartira_608m_79et._2157945190;требует ремонта;раздельный;;балкон;1978;1;мусоропровод;панельный;
ул. Карпинского, д. 50| р-н Индустриальный;2;67 м²;25;4;5700000;https://www.avito.ru/perm/kvartiry/2-k._kvartira_67m_425et._2217087901;;раздельный;на улицу, во двор;лоджия;;;;монолитный;подземная, за шлагбаумом во дворе
Пермский край, Пермь, Полевая ул., 10| р-н Дзержинский;1;40 м²;25;23;3550000;https://www.avito.ru/perm/kvartiry/1-k._kvartira_40m_2325et._2224533893;косметический;совмещенный;на улицу, во двор;лоджия;2017;;;монолитный;открытая во дворе
Пермский край, Пермь, 1-й Еловский пер., 24| р-н Орджоникидзевский;4;126.4 м²;10;7;3400000;https://www.avito.ru/perm/kvartiry/4-k._kvartira_1264m_710et._2108826009;косметический;раздельный;на улицу, во двор;лоджия;1996;1;мусоропровод, газоснабжение;кирпичный;открытая во дворе
Пермский край, Пермь, б-р Гагарина, 93/2| р-н Мотовилихинский;2;44.4 м²;5;4;2900000;https://www.avito.ru/perm/kvartiry/2-k._kvartira_444m_45et._2226935424;косметический;совмещенный;во двор;балкон;1964;0;;панельный;
Пермский край, Пермь, ул. Мира, 75| р-н Индустриальный;2;42.5 м²;5;3;2900000;https://www.avito.ru/perm/kvartiry/2-k._kvartira_425m_35et._2181547190;косметический;совмещенный;на улицу, во двор;нет;1965;;газоснабжение;кирпичный;
Пермский край, Пермь, Малая Ямская ул., 5А| р-н Свердловский;2;44.4 м²;5;1;3080000;https://www.avito.ru/perm/kvartiry/2-k._kvartira_444m_15et._2187134097;косметический;совмещенный;на улицу;нет;1967;0;газоснабжение;кирпичный;открытая во дворе
ул. Гашкова, д. 51, корп. 2| р-н Мотовилихинский;1;33.4 м²;12;11;2176010;https://www.avito.ru/perm/kvartiry/1-k._kvartira_334m_1112et._2227731064;;раздельный;на улицу;балкон;;1;;панельный;подземная, открытая во дворе
Пермский край, Пермь, Новосибирская ул., 13| р-н Свердловский;3;85.7 м²;17;5;6410000;https://www.avito.ru/perm/kvartiry/3-k._kvartira_857m_517et._2121924064;евро;раздельный;на улицу, во двор;лоджия;2009;1;консьерж;кирпичный;за шлагбаумом во дворе
Пермский край, Пермь, ул. Куфонина, 22| р-н Дзержинский;1;34.1 м²;10;4;3080000;https://www.avito.ru/perm/kvartiry/1-k._kvartira_341m_410et._2181198995;косметический;раздельный;во двор;лоджия;1999;1;мусоропровод;панельный;открытая во дворе
ул. Сапфирная, д. 13| р-н Мотовилихинский;2;38.7 м²;16;10;3548000;https://www.avito.ru/perm/kvartiry/2-k._kvartira_387_m_1016_et._2210332358;;;;лоджия;;;;монолитный;
ул. Кустовая, д. 2А| р-н Свердловский;студия;28.3 м²;25;9;2207400;https://www.avito.ru/perm/kvartiry/kvartira-studiya_283m_925et._2088464368;;совмещенный;на улицу;балкон;;2;;монолитный;за шлагбаумом во дворе
Пермский край, Пермь, ул. Вагановых, 9| р-н Мотовилихинский;2;44.1 м²;5;5;2500000;https://www.avito.ru/perm/kvartiry/2-k._kvartira_441m_55et._2224108267;требует ремонта;совмещенный;на улицу;балкон;;0;газоснабжение;кирпичный;открытая во дворе
Пермский край, Пермь, ул. Василия Каменского, 2А| р-н Дзержинский;1;31.5 м²;9;7;3050000;https://www.avito.ru/perm/kvartiry/1-k._kvartira_315m_79et._2220966538;евро;совмещенный;во двор;лоджия;1987;1;мусоропровод, газоснабжение;кирпичный;открытая во дворе
Пермский край, Пермь, ул. Вагановых, 9| р-н Мотовилихинский;2;44.1 м²;5;5;2500000;https://www.avito.ru/perm/kvartiry/2-k._kvartira_441m_55et._2224108267;требует ремонта;совмещенный;на улицу;балкон;;0;газоснабжение;кирпичный;открытая во дворе
Пермский край, Пермь, ул. Василия Каменского, 2А| р-н Дзержинский;1;31.5 м²;9;7;3050000;https://www.avito.ru/perm/kvartiry/1-k._kvartira_315m_79et._2220966538;евро;совмещенный;во двор;лоджия;1987;1;мусоропровод, газоснабжение;кирпичный;открытая во дворе
Пермский край, Пермь, ул. Космонавта Беляева, 47| р-н Индустриальный;3;60.2 м²;9;7;3599000;https://www.avito.ru/perm/kvartiry/3-k._kvartira_602m_79et._2176594620;косметический;раздельный;на улицу, во двор;лоджия;1971;1;мусоропровод, газоснабжение;кирпичный;открытая во дворе
Пермский край, Пермь, Кронштадтская ул., 43| р-н Дзержинский;2;53.7 м²;17;9;5090000;https://www.avito.ru/perm/kvartiry/2-k._kvartira_537m_917et._2031166413;застекленная лоджия, ламинат на полу, хорошие двери, обои нейтральных цветов и очень удачная планировка. Установлен кухонный гарнитур, сделаны натяжные потолки с подсветкой. Площадь квартиры 54кв.м. Огромное количество парковочных мест, детских площадок, рядом все магазины.;;;балкон;;;;монолитный;
Пермский край, Пермь, Ольховская ул., 6| р-н Орджоникидзевский;1;33.8 м²;5;1;1790000;https://www.avito.ru/perm/kvartiry/1-k._kvartira_338m_15et._2153656794;косметический;совмещенный;во двор;лоджия;2015;0;;кирпичный;открытая во дворе
Пермский край, Пермь, Буксирная ул., 15| р-н Кировский;2;48.8 м²;9;9;3100000;https://www.avito.ru/perm/kvartiry/2-k._kvartira_488m_99et._2183881106;косметический;раздельный;;лоджия;;1;газоснабжение;панельный;открытая во дворе
Пермский край, Пермь, ул. Строителей, 34| р-н Дзержинский;3;60 м²;9;9;3700000;https://www.avito.ru/perm/kvartiry/3-k._kvartira_60m_99et._2171297459;;раздельный;на улицу, во двор;балкон;1982;1;мусоропровод, газоснабжение;панельный;открытая во дворе
ул. Гашкова, д. 51, корп. 2| р-н Мотовилихинский;1;37.9 м²;17;13;2503778;https://www.avito.ru/perm/kvartiry/1-k._kvartira_379_m_1317_et._2195193011;;совмещенный;на улицу, во двор;балкон;;1;;панельный;открытая во дворе
Пермский край, Пермь, ул. Архитектора Свиязева, 50/2| р-н Индустриальный;3;61.2 м²;5;1;3200000;https://www.avito.ru/perm/kvartiry/3-k._kvartira_612m_15et._2233116144;косметический;раздельный;на улицу, во двор;балкон;1972;0;газоснабжение;панельный;открытая во дворе
с. Фролы, ул. Весенняя, д. 38, корп. 2;2;63.5 м²;9;4;4038593;https://www.avito.ru/perm/kvartiry/2-k._kvartira_635m_49et._1747149556;;совмещенный;на улицу, во двор;лоджия;;;;панельный;открытая во дворе
Пермский край, Пермь, Лядовская ул., 119| р-н Мотовилихинский;1;30.5 м²;3;1;1920000;https://www.avito.ru/perm/kvartiry/1-k._kvartira_305m_13et._2230158235;косметический;совмещенный;во двор;нет;1961;0;газоснабжение;кирпичный;открытая во дворе
