;address;district;number of floors;apartment floor;number of rooms;area of apartment;bathroom;repair;view from the windows;terrace;garbage chute;type of house;parking;concierge;elevator;link;price
1836; ул. Александра Пархоменко, 8;р-н Орджоникидзевский;5;3.0;3;42.0;совмещенный;косметический;на улицу;балкон;False;кирпичный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_42m_35et._2117829952;1700000.0
1837; ул. Ушинского, 7;р-н Мотовилихинский;5;5.0;2;44.0;совмещенный;косметический;на улицу;балкон;False;кирпичный;открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/2-k._kvartira_44m_55et._2117241670;2950000.0
1838; ул. Ушинского, 7;р-н Мотовилихинский;5;5.0;2;44.0;совмещенный;косметический;на улицу;балкон;False;кирпичный;открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/2-k._kvartira_44m_55et._2117241670;2950000.0
1839; ул. Чернышевского, 15А;р-н Свердловский;25;21.0;3;120.0;совмещенный;косметический;во двор;нет;True;монолитный;подземная, за шлагбаумом во дворе;True;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_120m_2125et._2236876493;13500000.0
1840; ул. Пономарёва, 79;р-н Мотовилихинский;10;3.0;1;32.8;совмещенный;косметический;во двор;лоджия;True;монолитный;открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/1-k._kvartira_328m_310et._2219654109;3200000.0
1841; Техническая ул., 5/2;р-н Мотовилихинский;5;1.0;2;42.2;совмещенный;косметический;на улицу, во двор;нет;False;кирпичный;открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/2-k._kvartira_422m_15et._2222563812;2590000.0
1842; Техническая ул., 5/2;р-н Мотовилихинский;5;1.0;2;42.2;совмещенный;косметический;на улицу, во двор;нет;False;кирпичный;открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/2-k._kvartira_422m_15et._2222563812;2590000.0
1843; Техническая ул., 5/2;р-н Мотовилихинский;5;1.0;2;42.2;совмещенный;косметический;на улицу, во двор;нет;False;кирпичный;открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/2-k._kvartira_422m_15et._2222563812;2590000.0
1844; ул. Фадеева, 14;р-н Кировский;5;1.0;2;48.0;раздельный;косметический;на улицу, во двор;нет;False;панельный;открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/2-k._kvartira_48m_15et._2228112747;1700000.0
1845; ул. Космонавта Беляева, 61В;р-н Индустриальный;17;3.0;1;37.5;совмещенный;косметический;на улицу;лоджия;False;монолитный;открытая во дворе;True;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_375m_317et._2198948012;3400000.0
1846; ул. Василия Татищева, 8;р-н Свердловский;25;4.0;2;56.4;совмещенный;косметический;во двор;балкон;False;панельный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_564m_425et._2173758611;4800000.0
1847; ул. Комбайнёров, 36;р-н Индустриальный;5;2.0;1;32.3;совмещенный;косметический;на улицу;балкон;False;кирпичный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_323m_25et._2220037799;2400000.0
1848; Балхашская ул., 207;р-н Свердловский;5;3.0;2;44.3;раздельный;косметический;на улицу;балкон;False;панельный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_443m_35et._2191549316;2750000.0
1849; пр-т Декабристов, 33;р-н Индустриальный;10;7.0;1;36.9;раздельный;косметический;во двор;лоджия;True;панельный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_369m_710et._2121744332;2950000.0
1850; ш. Космонавтов, 203А;р-н Индустриальный;5;4.0;1;36.4;совмещенный;косметический;во двор;нет;False;кирпичный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_364m_45et._2149997694;2250000.0
1851; Агатовая ул., 28;р-н Мотовилихинский;4;4.0;1;20.5;совмещенный;евро;во двор;балкон;False;кирпичный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/kvartira-studiya_205m_44et._2189563235;2350000.0
1852; Оханская ул., 29;р-н Кировский;25;8.0;1;31.0;совмещенный;евро;во двор;лоджия;False;монолитный;за шлагбаумом во дворе;True;False;https://www.avito.ru/perm/kvartiry/1-k._kvartira_31m_825et._2181549448;2650000.0
1853; Сергинская ул., 31;р-н Свердловский;2;1.0;1;31.0;совмещенный;косметический;во двор;нет;False;кирпичный;открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/1-k._kvartira_31m_12et._2155370072;1250000.0
1854; Сергинская ул., 31;р-н Свердловский;2;1.0;1;31.0;совмещенный;косметический;во двор;нет;False;кирпичный;открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/1-k._kvartira_31m_12et._2155370072;1250000.0
1855; ул. Крупской, 51А;р-н Мотовилихинский;5;5.0;1;30.0;совмещенный;косметический;на улицу;нет;False;кирпичный;открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/1-k._kvartira_30m_55et._2182080104;2430000.0
1856; ул. Окулова, 62;р-н Дзержинский;25;10.0;2;70.0;раздельный;евро;во двор;лоджия;True;монолитный;подземная, наземная многоуровневая;True;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_70m_1025et._1843046390;6050000.0
1857; ул. Гусарова, 10;р-н Свердловский;5;5.0;3;61.4;совмещенный;косметический;во двор;балкон;False;кирпичный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_614_m_55_et._2193692040;3499000.0
1858; ул. Гусарова, 10;р-н Свердловский;5;5.0;3;61.4;совмещенный;косметический;во двор;балкон;False;кирпичный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_614_m_55_et._2193692040;3499000.0
1859; Парусная ул., 5;р-н Кировский;3;1.0;1;35.5;совмещенный;косметический;на улицу;балкон;False;кирпичный;открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/kvartira-studiya_355m_13et._2188259249;1700000.0
1860; ул. Нефтяников, 60;р-н Индустриальный;5;5.0;3;57.0;раздельный;косметический;на улицу, во двор;балкон;False;кирпичный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_57m_55et._2187119159;3780000.0
1861; ул. Нефтяников, 60;р-н Индустриальный;5;5.0;3;57.0;раздельный;косметический;на улицу, во двор;балкон;False;кирпичный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_57m_55et._2187119159;3780000.0
1862; ул. Нефтяников, 60;р-н Индустриальный;5;5.0;3;57.0;раздельный;косметический;на улицу, во двор;балкон;False;кирпичный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_57m_55et._2187119159;3780000.0
1863;ул. Ординская, д. 10, корп. 2;р-н Свердловский;17 эт.;1.0;3;65.8;раздельный;косметический;во двор;лоджия;False;панельный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_658m_117et._1907642297;4349317.0
1864; Брестская ул., 5;р-н Свердловский;2;1.0;1;31.0;совмещенный;евро;на улицу, во двор;нет;False;кирпичный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_31m_12et._2218884628;1650000.0
